objectid,title,title-es,creator,description-en,description-es,date,location-en,location-es,Latitude,Longitude,subject-en,subject-es,tags-en,tags-es,source,type,format,rights,rightsstatement,object_location,filename
latchbo0070,My Grandparents and I,Mis abuelos y yo,Samuel Caraballo; D. Nina Cruz,"Told in verse,  a young boy narrates his close relationship with his grandparents throughout the seasons.",,2004,"Vieques, Puerto Rico","Vieques, Puerto Rico; Virginia; Nueva Jersey",18.14725676,-65.44500157,Grandparents--Fiction; Seasons--Fiction; Puerto Rico--Fiction; Stories in rhyme; Spanish lanuage materials--Bilingual,Abuelos--Ficción; Estaciones--Ficción; Puerto Rico--Ficción; Cuentos en rima; Materiales en español--Bilingüe,Puerto Rico; Puerto Rican; Verse; Rhyming; Seasons; Grandchild; Grandparents,Puerto Rico; Puertorriqueños; Verso; Rima; Estaciones; Nietos; Abuelos,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0070.jpg
latchbo0071,My Parents: Heroes of the Harvest,Mis papitos: Héroes de la cosecha,Samuel Caraballo; Obed Gómez,"A young boy speaks lovingly of his parents, who toil in the fields all day long harvesting fruits and vegetables, and return home in the evening for a well-deserved rest.",,2005,"Vieques, Puerto Rico","Vieques, Puerto Rico; Virginia; Santurce, Puerto Rico; Orlando, Florida",18.14725676,-65.44500157,Parents--Fiction; Harvesting--Fiction; Farm life--Fiction; Stories in rhyme; Spanish language materials--Bilingual,Padres--Ficción; Cosechando--Ficción; Vida de granja--Ficción; Cuentos en rima; Materiales en español--Bilingüe,Puerto Rico; Puerto Rican; Rhyming; Farm Workers; Agriculture;,Puerto Rico; Puertorriqueños; Rima; Trabajadores agrícolas; agricultura,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0071.jpg
latchbo0072,My Shoes and I: Crossing Three Borders,Mi Zapatos y yo: Cruzando tres fronters,René Colato Laínez; Fabricio Vaden Broeck,"As a boy and his Papá travel from El Salvador to the United States to be reunited with Mamá, his wonderful new shoes help to distract him from the long and difficult journey",,2019," San Salvador, El Salvador","San Salvador; El Salvador; Cuidad de Guatemala, Guatemala; Cuidad de México, México; Los Angeles, California",13.69473844,-89.19138814,Travel--Fiction; Emigration and immigration--Fiction; Shoes--Fiction; Fathers and sons--Fiction; Central America--Fiction; Spanish language materials--Bilingual,Enmigración y Inmigración--Ficción; Zapatos--Ficción; Padres y hijos--Ficción; Centroamėrica--Ficción; Materiales en español--Bilingüe,Shoes; Border; Immigration; Immigrants; Real experience; Desert; Mountains; Rivers,Zapatos; Fronteras; Inmigración; Inmigrantes; experiencias reales; Desierto; Montañas; Rios,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0072.jpg
latchbo0073,My Sister Dulce's Birthday,El Cumpleaños de mi hermana Dulce,Erika Said; Claudia Navarro,Dulce must choose which candies to put in her piñata for her birthday party without them getting squished.,,2022,"Houston, Texas","Houston, Texas; Cuidad de México, México ",29.7535998,-95.35739879,Parties--Fiction; Birthdays--Fiction; Spanish language materials--Bilingual,Fiestas--Ficción; Cumpleaños--Ficción; Materiales en español--Bilingüe,Birthday parties; Sisters; Piñatas; Candy; Mexican Treats,fiestas de cumpleaños; Hermanas; Piñatas; dulce; golosinas mexicanas,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0073.jpg
latchbo0074,My Tata's Guitar,La guitarra de mi tata,Ethriam Cash Brammer; Daniel Lechón,"While sharing stories of their Mexican-American family's past, a grandfather gives his grandson the guitar he received from his own father. ",,2003,"El Centro, California","El Centro, California; Detroit, Michigan; Houston, Texas",32.79170078,-115.5627075,Guitar--Fiction; Fathers and sons--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,Guitarra--Ficción; Padres y hijos--Ficción; Mexicanos americanos--Ficción; Materiales en español--Bilingüe,Grandfathers; Guitars; Memories; Generational; Music; Singing; Family history,abuelos; guitarras; recuerdos; generacional; Música; cantando; historia de familia,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0074.jpg
latchbo0075,No Time for Monsters,No Hay Tiempo para monstruos,Spelile Rivas; Valeria Cervantes,"Each time Mamá asks Roberto to help around the house, he claims to be afraid that a monster will take him away.",,2010,"Houston, Texas","Houston, Texas; Arlington, Texas; Cuidad de México, México",29.7535998,-95.35739879,Housekeeping--Fiction; Behavior--Fiction; Monsters--Fiction; Spanish language materials--Bilingual,Limpieza interna--Ficción; Conducta--Ficción; Monstruos--Ficción; Materiales en español--Bilingüe,Chores; Complaining; Avoiding; Reluctantly; Monsters;,quehaceres; quejumbroso; evitando; reacio; monstruos,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0075.jpg
latchbo0076,"Oh, Divine Catrina",La divina Catrina,Aracely De Alvarado; Claudia Navarro,"Catrina, a Mexican skeleton, searches for just the right outfit to wear to a Day of the Dead dance in this bilingual picture book for children ages 5-8",,2020,"Monterrey,  Nuevo León, Mexico","Monterrey, Nuevo León, México; California; Cuidad de México, México",25.689857,-100.3159419,Skeleton--Fiction; Clothing and dress--Fiction; All Souls' Day--Fiction; Spanish language materials--Blingual,Esqueletos--Ficción; Ropa y vesitido--Ficción; El Día de los Muertos--Ficción; Materiales en español--Bilingüe,Day of the Dead; Skeletons; Mexico; La Catrina; Dressing Up; Flowers; clothing,Día de los Muertos; esqueletos; México; La Catrina; vestirse; flores; ropa,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0076.jpg
latchbo0077,Pepita and the Bully,Pepita y la peleonera,Ofelia Duma Lachtman; Alex Pardo DeLange,"After a mean-spirited girl bullies her for three days in a row, Pepita no longer wants to go to her new school. ",,2011,"Los Angeles, California","Los Angeles, California; Caracas, Venezuela; Gainesville, Florida",34.0507663,-118.2648393,Bullies--Fiction; Schools--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Peleoneros--Ficción; Escuelas--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,New School; Bullies; Bullying; Mean Comments; Challenges; Kindness,Nueva escuela; peleoneros; intimidación; prejuicios; amabilidad,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0077.jpg
latchbo0078,Pepita Finds Out,Lo que Pepita descubre,Ofelia Duma Lachtman; Alex Pardo DeLange,"Pepita is afraid that her report about her family members may not be interesting, but she ultimately realizes that all of them play an important role in her life.",,2002,"Los Angeles, California","Los Angeles, California; Caracas, Venezuela; Gainesville, Florida",34.0507663,-118.2648393,Family life--Fiction; Spanish language materials--Bilingual,Vida de familia--Ficción; Materiales en español--Bilingüe,School reports; Family; Questions; Gardening; Fathers and daughters,reportes de escuela; familia; preguntas; jardiendo; padres y hijas,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0078.jpg
latchbo0079,Pepita on Pepper Street,Pepita en la calle Pepper,Ofelia Duma Lachtman; Alex Pardo DeLange,"Pepita, unhappy about her family's move to a street where everything is new to her, is not very friendly to her neighbors as they pass by, but later has another chance to make friends.",,2008,"Los Angeles, California","Los Angeles, California; Caracas, Venezuela; Gainesville, Florida",34.0507663,-118.2648393,"Moving, Household--Fiction; Hispanic Americans--Fiction; Neighborhood--Fiction; Spanish language materials--Bilingual","Mudarse, Casa de--Ficción; Hispanoamericanos--Ficción; Barrios--Ficción; Materiales en español--Bilingüe",Moving; Introductions; Neighborhood; New friends; New neighbords; New people,Mudarse; Introduciones; Barrios; Nuevo amigos; Nuevo vecinos; Nueva gente,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0079.jpg
latchbo0080,Pepita Packs Up,Pepita empaca,Ofelia Duma Lachtman; Alex Pardo DeLange,"As her family prepare to move to a new home, Pepita refuses to pack her toys or say goodbye to anyone, because saying goodbye might make her cry.",,2005,"Los Angeles, California","Los Angeles, California; Caracas, Venezuela; Gainesville, Florida",34.0507663,-118.2648393,Moving Household--Fiction; Hispanic Americans--Fiction; Neighborhood--Fiction; Spanish language materials--Bilingual,Mudarse de casa--Ficción; Hispanoamericanos--Ficción; Barrios--Ficción; Materiales en español--Bilingüe,Moving; Goodbye; Change; Community; Packing; Crying,mudarse; despedida; cambiar; comunidad; empacando; llorando; ,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0080.jpg
latchbo0081,Pepita Takes Time,Pepita siempre tarde,Ofelia Duma Lachtman; Alex Pardo DeLange,"Pepita thinks it doesn't matter that she is always late, until she finally realizes how her tardiness affects other people and herself.",,2001,"Los Angeles, California","Los Angeles, California; Caracas, Venezuela; Gainesville, Florida",34.0507663,-118.2648393,Tardiness--Fiction; Behavior--Fiction; Hispanic Americans--Fiction; Interpersonal relations--Fiction; Spanish language materials--Bilingual,Tardanza--Ficción; Conducta--Ficción; Hispanoamericanos--Ficción; Realciones interpersonales--Ficción; Materiales en español--Bilingüe,Late; Tardiness; Moral; Lesson; Friendship; Behavior,Tarde; tardanza; lección; moral; Amistad; Conducta,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0081.jpg
latchbo0082,Pepita Talks Twice,Pepita habla dos veces,Ofelia Duma Lachtman; Alex Pardo DeLange,"Pepita, a little girl who can converse in Spanish adn English, decides not to ""speak twice"" until unanticipated problems cause her to think twice about her decision.",,1995," Los Angeles, California","Los Angeles, California; Caracas, Venezuela; Gainesville, Florida",34.0507663,-118.2648393,Bilingualism--Fiction; Spanish language--Fiction; English language--Fiction; Decision making--Fiction; Hispanic Americans--Fiction,Bilingüismo--Ficción; Español--Ficción; Ingles--Ficción; Tomando decisiones--Ficción; Hispanoamericanos--Ficción,Language; Speaking; Bilingualism; Bilingual; English; Spanish; Two languages,lenguas; hablando; bilingüismo; bilingüe; inglés; español; dos lenguas,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0082.jpg
latchbo0083,Pepita Thinks Pink,Pepita y el color rosado,Ofelia Duma Lachtman; Alex Pardo DeLange,Pepita does not like the color pink and is dismayed to learn that it is the favorite color of the little girl who moves in next door.,,1998,"Los Angeles, California","Los Angeles, California; Caracas, Venezuela; Gainesville, Florida",34.0507663,-118.2648393,Pink--Fiction; Color--Fiction; Prejudices--Fiction; Friendship--Fiction; Mexican American--Fiction; Spanish language materials--Bilingual,Rosado--Ficción; Color--Ficción; Prejuicios--Ficción; Amistad--Ficción; Mexicano americanos--Ficción; Materiales en español--Bilingüe,Colors; Pink; Balloons; Neighbors; Differences; Friendship,Colores; Rosado; globos; vecinos; diferencias; amistad,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0083.jpg
latchbo0084,Remembering Grandma,Recordando a Abuela,Teresa Armas; Pauline Rodriguez Howard,Lorena remembers the moments she spent together with her grandmother before her death and helps her granfather find peace.,,2003,"Hacienda Heights, California","Hacienda Heights, California; San Antonio, Texas",33.99411113,-117.9669706,Grandparents--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Abuelos--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Grandmother; Death; Grief; Acceptance; Memories; Sentimental objects; Grandfather; Flower garden,abuelas; muerte; dolor; aceptando; recuerdos; objetos de sentimiento; abuelos; jardín de flores,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0084.jpg
latchbo0085,René Has Two Last Names,René tiene does apellidos,René Colato Laínez; Fabiola Graullera Ramírez,"In this story based on the author's childhood, a young Salvadoran immigrant is teased for having two last names until he presents his family tree project celebrating his heritage.",,2009,"San Salvador, El Salvador","El Salvador; Los Angeles, California; Cuidad de México, México",13.69473844,-89.19138814,"Salvadoran Americans--Juvenile fiction; Salvadoran Americans--Fiction; Immigrants--Fiction; Names, Personal--Fiction; Schools--Fiction; Spanish language materials--Bilingual",Salvadoreños americanos--Ficción juvenil; Salvadoreños americanos--Ficción; Inmigrantes--Ficción; Nombres; Personal--Ficción; Escuelas--Ficción; Materiales en español--Bilingüe,Last Names; Two Last Names; Differences; El Salvador; Immigrants; School Project; Family Tree; Grandparents,apellidos; dos apellidos; diferencias; El Salvador; inmigrantes; proyecto de escuela; árbol de familia; abuelos,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0085.jpg
latchbo0086,Ricardo's Race,La carrera de Ricardo,Diane Gonzales Bertrand; Anthony Accardo,"A biographical description of Dr. Ricardo Romo's early life, sportmanship, and education before becoming the President of UTSA.",,2007,"San Antonio, Texas","San Antonio, Texas; Austin, Texas; Los Angeles, California; Brooklyn, Nueva York",29.43045738,-98.50924795,"Romo, Ricardo--Juvenile literature; Hispanic American educators--Biography--Juvenile literature; Educators--United States--Biography--Juvenile literature; University of Texas at San Antonio--Presidents--Biography--Juvenile literature; Historians--United States--Biography--Juvenile literature","Romo, Ricardo--Literatura juvenil; Educadores Hispanoamericano--Biografía--Literatura juvenil; Educadores--Estados Unidos--Biografía--Literatura juvenil; Universidad de Texas en San Antonio--Presidentes--Biografía--Literatura juvenil; Historiadores--Estados Unidos--Biografía--Literatura juvenil",Biography; Historical; Education; Educator; Mexican American; Athlete; San Antonio; College,Biografía; histórico; educación; educador; Mexicano americano; atleta; San Antonio; universidad,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0086.jpg
latchbo0087,Salsa,Salsa,Lillian Colón-Vilá; Roberta Collier-Morales,"Rita, a young girl living in New York's El Barrio, describes the Afro-Caribbean dance music, salsa, and imagines being a salsa orchestra director.",,1998,"El Barrio, New York",,40.81193289,-73.94568201,Hispanic American--Fiction; Salsa--Fiction; Spanish language materials--Bilingual,Hispanoamericanos--Ficción; Salsa--Ficción; Materiales en español--Bilingüe,Salsa; Dancing; Music; Imagination; Afrolatina; Afrolatine; Afrolatinx; Afro-Caribbean;,Salsa; bailando; Música; imaginación; Afrolatina; Afrolatine; Afrolatinx; Afro-Caribeño,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0087.jpg
latchbo0088,Sand and Song: The ABCS of the River,Arenas y Trinos: Acecedario del río,Alma Flor Ada & Rosalma Zubizarreta-Ada; Gabhor Utomo,Short poems for children about rivers and the life found along them.,,2020," Camagüey, Cuba",,21.39234435,-77.90062527,"Stream ecology--Juvenile poetry; Rivers--Juvenile poetry; Children's poetry, American; Stream ecology--Poetry; Rivers--Poetry; American poetry; Spanish language materials--Bilingual",Ecología de arroyos--Poesía juvenil; Ríos--Poesía juvenil; Poesía para niños; Americano; Ecología de arroyos--Poesía; Ríos--Poesía; Poesía Americano; Materiales en español,Rhyming; Poetry; Rivers; Plants; Forest; Animals; Insects; Nature; Sun,rima; poesía; ríos; plantas; bosque; animales; insectos; naturaleza; el sol,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0088.jpg
latchbo0089,"Sing, Froggie, Sing","Canta, Rana, Canta",Arte Público Press; Carolyn Dee Flores,"Sing, Froggie, SIng is a folksong that has many versions and is performed wherever Spanish is spoken. It has delighted generations of children while also strengthening their memory.",,2013,"Houston, Texas","Houston, Texas; San Antonio, Texas",29.7535998,-95.35739879,"Frogs--Songs and music; Insects--Songs and music; Animals--Songs and music; Animal sounds--Songs and musics; Folk songs, Spanish; Children's songs; Spanish language materials--Bilingual",Rana--Canciones y música; Insectos--Canciones y música; Animales--Canciones y música; Sonidos de animal--Canciones y música; Canciones folclórico; Español; Canciones para niños; Materiales en español--Bilingüe,Traditonal Folk Song; Spanish; Children; Frogs; Singing; Generational,Cancion tradicional folclórico; Español; Niños; Ranas; Cantando; Generacional,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0089.jpg
latchbo0090,"Sip, Slurp, Soup, Soup","Caldo, caldo, caldo",Diane Gonzales Bertrand; Alex Pardo DeLange,A rhythmic text with repetitive phrases relates how the children watch Mamá make soup (recipe included) and go with Papá to get tortillas before enjoying the results of her labor.,,1996,"San Antonio, Texas","San Antonio, Texas; Caracas, Venezuela; Gainesville, Florida",29.43045738,-98.50924795,Soups--Fiction; Tortillas--Fiction; Mexican Americans--Fiction; Family Life--Fiction; Spanish language materials--Bilingual,Caldos--Ficción; Tortillas--Ficción; Mexicano americanos--Ficción; Vida de familia--Ficción; Materiales en español--Bilingüe,Traditional food; Traditional cooking; Soup; Tortillas; Family; Mothers; Fathers; Recipe; Caldo de Res; Mexican,Comida tradicional; Cocinando tradicional; Caldo; Torillas; Familia; Madres; Padres; Receta; Caldo de Res; Mexicano,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0090.jpg
latchbo0091,"Sofi and the Magic, Musical Mural",Sofi y el mágico mural musical ,Raquel M. Ortiz; Maria Dominguez,"On the way back from the bodega, SofÍa is drawn into a life-like mural of Old San Juan where she dances, sings, and conquers her fear of the vejigante before being called back to the barrio by her mother.",,2015,"South Bronx, New York","San Juan, Puerto Rico; San Antón, Ponce, Puerto Rico; South Bronx, Nueva York; Lorain, Ohio; Cataño, Puerto Rico; Cuidad de Nueva York, Nueva York",40.8183186,-73.9166237,Mural painting and decoration--Fiction; Fear--Fiction; Dance--Fiction; San Juan (P.R.)--History--Fiction,Pintura mural y deocración--Ficción; Miedo--Ficción; Bailar--Ficción; San Juan (P.R.)--Historia--Ficción,Mural; Puerto Rico; Puerto Rican; Vejigante; Music; Dancing; Imagination,Mural; Puerto Rico; Puertorriqueño; Vejigante; Música; Bailando; imaginación,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0091.jpg
latchbo0092,Sofi Paints Her Dreams,Sofi pinta sus sueños,Raquel M. Ortiz; Roberta Collier-Morales,"After a bad school day, Sofi is transported from a New York City community garden to the Dominican Republic and Haiti , and helps composer Juan Luis and artist Guerlande.",,2019,"New York City, New York","San Pedro de Macorís; República Dominicana; Croix de Bouquets, Haití; Lorain, Ohio; Cuidad de Nueva York, Nueva York; Longmont, Colorado",40.71528695,-74.00310202,Space and time--Fiction; Composers--Fiction; Artists--Fiction; San Pedro de Macorís (Dominican Republic)--History--Fiction; Croix des Bouquets (Haiti)--History--Fiction; Spanish language materials--Bilingual,Espacio y tiempo--Ficción; Compositor--Ficción; Artistas--Ficción; San Pedro de Macorís (República Dominicana)--Historia--Ficción; Croix des Bouquets (Haití)--Historia--Ficción; Materiales en español--Bilingüe,Imagination; Historical figures;  Afrolatina; Afrolatine; Afrolatinx; Afro-Caribbean; Dominican Republic; Haiti; Artist; Painting; Purple; Singing; Song-writing,imaginación; personajes historicos; Afrolatina; Afrolatine; Afrolatinx; Afro-Caribeño; República Dominicana; Haití; Artista; Pintando; morado; cantando; escribiendo canciones,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0092.jpg
latchbo0093,SofÍa and the Purple Dress,SofÍa y el vestido morado,Diane Gonzales Bertrand; Lisa Fields,"Third-grader SofÍa wants to wear a beautiful, hand-me-down dress to her cousin Rosario's quinceañera, but first she will have to lose some weight by exercising and eating healthier foods, with help from her mother and sister.",,2012,"San Antonio, Texas","San Antonio, Texas; Katonah, Nueva York",29.43045738,-98.50924795,Overweight persons--Fiction; Weight control--Fiction; Food habits--Fiction; Exercise--Fiction; Family life--Fiction; Spanish language materials--Bilingual,Personas sobrepseos--Ficción; Controlar peso--Ficción; Hábitos de comida--Ficción; Ejercicio--Ficción; Vida de familia--Ficción; Materiales en español--Bilingüe,Healthy living; exercise; Sisters; Family; Cousins; Quinceañera; Food Rainbow,Vida saludable; ejercicio; Hermanas; familia; primas; Quinceañera; arcoíris de comida,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0093.jpg
latchbo0094,Spending Time With Dad,Mis Días con Papá,Elías David; Claudia Delgadillo,A young boy recounts the days he spends with his Dad caring for him.,,2023,"Reynosa, Mexico","Reynosa, México; Houston, Texas; Cuidad de México, México",26.05096172,-98.29380331,Fathers and sons--Fiction; Hispanic American--Fiction; Spanish language materials--Bilingual,Padres y hijos--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Fathers; Routine; Singing; Mexico; Family; Mothers; Immigration; Immigrants,Padres; rutina; cantando; México; familia; madres; inmigración; inmigrantes,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0094.jpg
latchbo0095,Sundays on Fourth Street,Los domingos en la calle Cuatro,Amy Costales; Elaine Jerome,"A young girl enjoys her family's weekly trip to Fourth Street, where she and her cousins eat mangos and tacos, look at clothes and shoes, watch all the people on the busy street and take care of such chores as haricuts and grocery shopping.",,2009,"Santa Ana, California","Santa Ana, California; Eugene, Oregon; Manhasset, Nueva York; Lake Tahoe, California",33.74651652,-117.8691284,Family life--Fiction; Streets--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,Vida de familia--Ficción; Calles--Ficción; Mexicano americanos--Ficción; Materiales en español--Bilingüe,Family; Cousins; Fourth Street; Sundays; Market; Vendors,Familia; Primos; La calle cuatro; Domingos; Mercado; Vendedores,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0095.jpg
latchbo0096,Sunflowers,Girasoles,Gwendolyn Zepeda; Alisha Ann Guadalupe Gambino,"After helping her grandfather plant squash, onions, carrots, cabbage, and other vegetables that her mother uses in soups and salsas, seven-year-old Marisol plants sunflower seeds in her neighbors' yards, and weeks later, everyone gets to enjoy the fruits of Marisol's labor.",,2009,"Houston, Texas","Houston, Texas; Cuidad de Kansas, Missouri",29.7535998,-95.35739879,Gardening--Fiction; Grandfathers--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Jardiendo--Ficción; Abuelos--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Sunflowers; Gardening; Planting; Sunflower seeds; Community; Neighborhoods; Schools; kindness,Girasoles; jardinando; plantando; semillas de girasoles; comunidad; barrios; escuelas; amabilidad,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0096.jpg
latchbo0097,The Amazing Watercolor Fish,El asombroso pez acuarela,Carolyn Dee Flores,"In this bilingual poetry picture book, a fish paints what she imagines the world to look like outside the borders of her bowl to another fish. ",,2018,"San Antonio, Texas","San Antonio, Texas",29.43045738,-98.50924795,Fish--Juvenile Poetry; Painting--Juvenile Poetry; Spanish language materials--Bilingual,Pescado--Poesía juvenil; Pintando--Poesía juvenil; Materiales en español--Bilingüe,Poetry; Fish; Painting; New Friends; Imagination; Bilingual Poems; Rhyming,Poesía; Pescado; Pintando; Nuevo Amigos; Imaginación; Poesía Bilingüe; Rima,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0097.jpg
latchbo0098,The Bakery Lady,La señora de la panadería,Pat Mora; Pablo Torrecilla,"Mónica, who wants to be a baker like her grandmother, finds the doll hidden in the bread on the feast for the Three Kings and thus gets to bake cookies for the next fiesta.",,2001,"El Paso, Texas","El Paso, Texas; Santa Fe, Nuevo México; Madrid, España",31.76083401,-106.4760287,Baking--Fiction; Cookies--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,Horneando--Ficción; Galletas--Ficción; Mexicano americanos--Ficción; Materiales en español--Bilingüe,Bakery; Lemon Cookies; Parties; Day of the Three Kings; Family; Grandparents; Baking,panaderías; galletas de límon; fiestas; el Día de los Tres Reyes Magos; Familia; abuelos; Horneando,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0098.jpg
latchbo0099,The Battle of the Snow Cones,La guerra de las raspas,Lupe Ruiz-Flores; Alisha Gambino,"Ten-year-old Elena sets up a snow cone stand in front of her house, and when her friend Alma sets up a stand of her own, it creates an ever-escalating competition between the two girls to see who can outdo the other.",,2010,"San Antonio, Texas","Caliente, Texas; San Antonio, Texas; Gladstone, Missouri",29.43045738,-98.50924795,Snow cones--Fiction; Competition (Pscyhology)--Fiction; Friendship--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Raspas--Ficción; competición(psicología)--Ficción; Amistad--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Snow Cones; Snow Cone Stand; Raspas; Best Friends; Competition;,Raspas; Hielo; Puesto de Raspas; Mejor Amigos; competición,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0099.jpg
latchbo0100,The Boy of Maize,El niño de maize,Mario Bencastro; Christina Rodriguez,"In this version of the Mayan origin story, the child Balám travels to a village on the back of a big blue turtle, but he is preceded by a louse, a toad, a snake, and a hawk, all carrying the good news of his arrival.",,2022,El Salvador,,13.79768246,-88.8960164,Mayas--Folklore; Indians of Central America--Folklore; Spanish language materials--Bilingual,Mayas--Folklore; Personas indígenas de Centroamėrica--Folklore; Materiales en español--Bilingüe,Mayas; Animals; Folklore; Tales; Indigenous,Mayas; Animales; Folklore; Cuentos; Indígena,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0100.jpg
latchbo0101,The Boy Who Touched the Stars,El niño que alcanzó las estrellas,José M. Hernández; Steven James Petruccio,An autobiographical account of astronaut José M.  Hernández; born to a migrant farm-working family from Mexico; he works hard in school and with the support of his parents and family pursues his lifelong dream of becoming an astronaut.,,2019,"La Piedad, Michoacán, Mexico",,20.33141988,-102.0401368,"Hernández, José M., 1962--Juvenile literature; Astronauts--United States--Biography--Juvenile literature; Hispanic American astronauts--Juvenile literatue; Migrant agricultural laborers--California--Biography--Juvenile literature","Hernández, José M., 1962--Literatura juvenil; Astronautas--Estados Unidos--Biografía--Literatura juvenil; Hispanoamericano astronautas--Literatura juvenil; Trabajadores agrícolas migrantes--California--Biografía--Literatura juvenil","Farmworkers; Migrant Farmers; Reading; School; College; Autobiography; Astronauts; future, Mexican American",Trabajadores agrícolas; agricultores migrantes; leyendo; escuela; colegio; autobiografia; astronautas; futuro; Mexicano americano; ,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0101.jpg
latchbo0102,The Cucuy Stole My Cascarones,El Coco me robó los cascarones,Spelile Rivas; Valeria Cervantes,"Roberto and his mother made thirty dozen confetti-filled eggs, or cascarones, for guests at his birthday party, and he is sure the boogeyman--the cucuy--has stolen them along with the tamales, cake, and piñata.",,2013,"Houston, Texas","Houston, Texas; Arlington, Texas; Cuidad de México, México",29.7535998,-95.35739879,Lost and found possessions--Fiction; Neighborhood--Fiction; Birthdays--Fiction; Parties--Fiction; Mystery and detective stories; Spanish language materials--Bilingual,Objetos perdidos y encontrados--Ficción; Barrios--Ficción; Cumpleaños--Ficción; Fiestas--Ficción; Historias de misterio y detectives--Ficción; Materiales en español--Bilingüe,Mystery; Searching; Birthday Party; Confetti eggs; Community; Neighborhood;,misterio; buscando; fiesta de cumpleaños; cascarones; comunidad; barrios,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0102.jpg
latchbo0103,The Desert is My Mother,El Desierto es mi Madre,Pat Mora; Daniel Lechón,"A poetic depiction of the desert as the provider of comfort, food, spirit, and life.",,1994,"El Paso, Texas","El Paso, Texas; Santa Fe, Nuevo México; Houston, Texas",31.76083401,-106.4760287,"Deserts--Juvenile poetry; Children's poetry, American--Translations into Spanish; Children's poetry, American; Deserts--Poetry; American poetry; Spanish language materials--Bilingual","Desiertos--Poesía juvenil; Poesía de niños, Americano--Traducciones al español; Poesía de niños, Americano; Desiertos--Poesía; Poesía americanos; Materiales en español--Bilingüe",Poetry; Rhyming; Mexican American; Desert; Nature,poesía; rima; Mexicano americano; desiertos; naturaleza,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0103.jpg
latchbo0104,The EGGbees: A Story About Family,,Olivia Echeverria-Bis; Charmaine Echeverria Gyorkos,"On a faraway planet, the EGGerson family is visited by relatives from a nearby country, MEGGxico, and although some of their shells are brown and some are white, the cousins soon discover that they have much in common.",,2009,"Los Angeles, California","Los Angeles, California; Fresno, California; West Point, California",34.0507663,-118.2648393,Cousins--Fiction; Prejudices--Fiction; Life on other planets--Fiction; Eggs--Fiction,Primos--Ficción; Prejuicios--Ficción; La vida de otros planetas--Ficción; Huevos--Ficción,Prejudice; Diversity; Eggs; Mexico; Family,prejuicio; diversidad; huevos; México; familia,,Image; StillImage,image/jpeg,Arte Público Press,,,latchbo0104.jpg
