objectid,identifier,filename,title,isbn,title-es,creator,illustrator,translator,description-en,description-es,date,location_first_en,location_first_es,latitude_first,longitude_first,location_second_en,location_second_es,latitude_second,longitude_second,location_third_en,location_third_es,latitude_third,longitude_third,location_fourth_en,location_fourth_es,latitude_fourth,longitude_fourth,subject-en,subject-es,tags-en,tags-es,age_group_interest_level,lexile level,lexile level spanish,atos level english,atos level spanish,ar_id,language,source,type,format,rights,rightsstatement
latchbo0053,1,latchbo0053.jpg,Let's Salsa,,Bailemos Salsa,Lupe Ruiz-Flores,Robert Casilla,Natalia Rosales-Yeomans,"Estela watches the women from her neighborhood dance and enjoy the salsa classes offered from the recreation center. When her mother joins a class, Estela realizes that children are not allowed to join so she organizes a protest.","Estela mira a las mujeres de su barrio bailar y disfrutar de las clases de salsa que ofrece el centro de recreaciones. Cuando su madre eventualmente decide tomar una clase, Estela descrube que no se permite que los niños tomen esas clases y decide organizar una protesta.",2013,"San Antonio, TX","San Antonio, TX",29.4318576360270,-98.4979500102036,,,,,,,,,,,,,"Salsa (Dance)--Juvenile Fiction; Petition, Right of--Juvenile Fiction; Communities--Juvenile Fiction; Salsa (Dance)--Fiction; Social action--Fiction; Community life--Fiction; Spanish language materials--Bilingual","Salsa (Bailar)--Ficción juvenil; Petición, Derechos de--Ficción juvenil; Comunidades--Ficción juvenil; Salsa(Bailar)--Ficción; Acción social--Ficción; Vida de comunidad--Ficción; Materiales en español--Bilingüe",Salsa; Dance classes; Exercise; Recreation Center; Petition; Community Service; Activism,Salsa; clases de baile;  ejercicio; centro de recreacion; petición; servicio comunitario; activismo,lower grades,,,3.7,3.5,163967,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0054,1,latchbo0054.jpg,Level Up,,Paso de nivel,Gwendolyn Zepeda,Pablo Torrecilla,Gabriela Baeza Ventura,"David is always about to reach a new level of a video game when his friends invite him to play outside, and he never gets to leave the house. But while the game is broken, he discovers that learning to skateboard or play basketball can be like ""leveling up"" in real life.","David siempre está a punto de alcanzar un nuevo nivel en los videojuegos cuando sus amigos lo invitan a jugar afuera y por eso nunca sale de casa. Pero el día en que su equipo de videojuegos se descompone, David descubre que aprender a patinar y jugar básquetbol pueden ser ejemplos de pasar de nivel en la vida real.",2012,"Houston, TX","Houston, TX",29.7607529277658,-95.3573989741675,,,,,,,,,,,,,Video games--Fiction; Play--Fiction; Spanish language materials--Bilingual,Videojuegos--Ficción; Jugar--Ficción; Materiales en español--Bilingüe,Video games; Sports; Eating Healthy; Exercise; Practice,Videojuegos; deportes; hábitos alimenticios saludables; praticar,lower grades,,,2.5,2.2,156456,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0055,1,latchbo0055.jpg,Little Crow to the Rescue,,El cuervito al rescate,Victor Villaseñor,Felipe Ugalde Alcántara,Elizabeth Cummins Muñoz,"When his father teaches him to beware of the tricky human beings, who try to hit birds with rocks, Little Crow shares an idea which causes all the crows to proclaim him a genius and alters their future.","Cuando su padre le enseña a cuidarse de los humanos tramposos que intentan golpear a los pájaros con piedras, Litlle Crow (Cuervito) comparte una idea que hace que los demás cuervos lo proclamente genio y esto cambia el futuro de todos.",2005,"Carlsbad, CA","Carlsbad, CA",33.1587944524743,-117.3547713412070,,,,,,,,,,,,,Crows--Fiction; Human-animal relationships--Fiction; Spanish language materials--Bilingual,Cuervos--Ficción; Humano-interacción entre animales--Ficción; Materiales en español--Bilingüe,Father and son; Birds; Crows; Animal Origin Story; Parent-Child; Farmers; Generational,Padres e hijos; pájaros; cuervos; cuentos de origen animal;  agricultores; generaciones,lower grades,,,4.1,4.2,102342,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0056,1,latchbo0056.jpg,"Luminous Moon, Where Are You?",,"Luna luminosa, ¿dónde estás?",Aracely De Alvarado,Victoria Castillo,,Juanito wonders where the moon has hidden as he searches for its light.,Juanito se pregunta dónde se esconde la luna cuando él busca su luz.,2020,California,California,36.5361249545103,-120.3738137450460,,,,,,,,,,,,,Moon--Fiction; Animals--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,La luna--Ficción; Animales--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Moon; New Moon; Song; Animals; Searching,Luna; Luna nueva; Canción; Animales; Búsqueda,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0057,1,latchbo0057.jpg,Lupita's First Dance,,El primer baile de Lupita,Lupe Ruiz-Flores,Gabhor Utomo,Gabriela Baeza Ventura,"Lupita is excited about dancing ""La Raspa,"" a Mexican folk dance, with her first-grade class at a celebration of Children's Day, el Dia Ñino, but just before the performance her partner, Ernesto, sprains his ankle.","Lupita está emocionada porque va a bailar ""La Raspa"", un baile folclórico mexicano con sus compañeros de primer año para la celebración del Día del Niño pero justo antes del baile su compañero, Ernesto, se tuerce el tobillo.",2013,"San Antonio, TX","San Antonio, TX",29.4318576360270,-98.4979500102036,,,,,,,,,,,,,Folk dancing--Fiction; Children's Day--Fiction; Spanish Language Materials--Bilingual,Baile folclórico--Ficción; El Día de Ñino--Ficción; Materiales en español–Bilingüe,Traditional dancing; La Raspa; First Grade; Dance recital; Children's Day; Mexican Folk Dance,Baile tradicional; La Raspa; primer grado; recital de baile; El Dia de Ñino; baile folclórico mexicano,lower grades,480L,400L,3.6,3.5,163968,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0058,1,latchbo0058.jpg,Lupita's Papalote,,El paplote de Lupita,Lupe Ruiz-Flores,Pauline Rodriguez Howard,Gabriela Baeza Ventura,"A young girl wants to fly a kite, but her family cannot afford to buy one, so her father helps her make a kite of her own.","Una niña pequeña quiere volar un papalote pero su famila no tiene dinero para comprárselo, así es que su padre le ayuda a hacer uno.",2002,"San Antonio, TX","San Antonio, TX",29.4318576360270,-98.4979500102036,,,,,,,,,,,,,Kites--Fiction; Fathers and daughters--Fiction; Spanish language materials--Bilingual,Papalote--Ficción; Padres e hijas--Ficción; Materiales en español--Bilingüe,Kites; DIY; Crafting; Building; Imagination,Papalotes; DIY; manualidades; construir; imaginación,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0059,1,latchbo0059.jpg,Magda's Piñata Magic,,Magda y la piñata mágica,Becky Chavarría-Cháirez,Anne Vega,Gabriela Baeza Ventura,"When Tío Manuel brings home a very special piñata for Gabriel's birthday party, his sister Magda figures out an ingenious way to preserve it and still make the party guests happy.","Cuando Tío Manuel trae a casa una piñata muy especial para la fiesta de cumpleaños de Gabriel, su hermana Magda ingenia la forma de preservarla y mantener a los invitados contentos.",2001,"Dallas, TX","Dallas, TX",32.7761135672363,-96.8029763883245,,,,,,,,,,,,,Piñatas--Fiction; Birthdays--Fiction; Parties--Fiction; Brothers and sisters--Fiction; Spanish language materials--Bilingual,Piñatas--Ficción; Cumpleaños--Ficción; Fiestas--Ficción; Hermanos y hermanas--Ficción; Materiales en español--Bilingüe,Birthday Party; Latino traditions; Piñatas; Candy; Imagination,Fiesta de cumpleaños; Tradiciones latinas; Piñatas; Dulce; Imaginación,lower grades,,,4.1,4.1,49690,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0060,1,latchbo0060.jpg,Magda's Tortillas,,Las tortillas de Magda,Becky Chavarría-Cháirez,Anne Vega,Julia Mercedes Castilla,"While learning to make tortillas on her seventh birthday, Magda tries to make perfectly round ones like those made by her grandmother but instead creates wonderful shapes.","Mientras Magda está aprendiendo a hacer tortillas en su séptimo cumpleaños, ella trata de hacerlas perfectamente redondas como las que hace su abuela y termina creando figuras maravillosas.  ",2000,"Dallas, TX","Dallas, TX",32.7761135672363,-96.8029763883245,,,,,,,,,,,,,Shape--Fiction; Grandmothers--Fiction; Tortillas--Fiction; Cookery Mexican--Fiction; Birthdays--Fiction; Spanish language materials--Bilingual,Formas--Ficción; Abuelas--Ficción; Tortillas--Ficción; Cocina Mexicana--Ficción; Cumpleaños--Ficción; Materiales en español--Bilingüe,Traditional food; Mexican; Cooking; Dough; Tortillas; Birthday; Family; Tortila Artist,Comida tradicional; Mexicano; Cocina; Masa; Tortillas; Cumpleaños; Familia; artista de tortillas,lower grades,AD640L,AD650L,3.8,3.8,41989,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0061,1,latchbo0061.jpg,Marina's Muumuu,,El muumuu de Marina,Evangelina Vigil-Piñón,Pablo Torrecilla,,"Marina has always dreamed of having a colorful muumuu, the traditional dress of Hawaiian people, and finally goes to the bustling downtown with her grandmother to buy the fabric to make it.","Marina siempre soñó con tener un muumuu colorido, el vestido tradicional de la gente de Hawaii, y finalmente va con su abuela al atestado centro a comprar la tela para hacerlo. ",2001,Hawaii,Hawaii,19.9208745194328,-159.4773012919730,"San Antonio, TX","San Antonio, TX",29.4318576360270,-98.4979500102036,,,,,,,,,Clothing and dress-Hawaii--Fiction; Racially mixed people--Fiction; Spanish language materials--Bilingual,Ropa y vestido--Hawai--Ficción; Gente mesitza--Ficción; Materiales en español–Bilingüe,Hawaii; Biracial; Muumuus; Sewing; Grandmother and granddaughter; Colorful fabric; Tropical fabric,Hawai; Birracial; Muumuus; Costura; Abuela y nieta; tela de colores; tela tropical,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0062,1,latchbo0062.jpg,Maxy Survices the Hurricane,,Maxy sobrevive el huracán,Ricia Anne Chansky / Yarelis Marcial Acevedo,Olga Barinova,Yarelis Marcial Acevedo / Francheska Morales Garcia / Sharon Marie Nieves-Ferrer,"Maxy the dog survives Hurricane Maria, and like many who go through natural diasters, he is latter terrified of storms and rain.","Maxy el perro sobrevive el Huracán María, y como muchos otros seres que pasan por desastres naturales, queda aterrorizado por las tormentas y la lluvia.",2021,"Mayagüez, Puerto Rico","Mayagüez, Puerto Rico",18.2072521816469,-67.1597549796496,,,,,,,,,,,,,"Dogs--Fiction; Fear--Fiction; Hurricane Maria, 2017--Fiction; Puerto Rico--Fiction; Spanish language materials--Bilingual","Perros--Ficción; Miedo--Ficción; Huracán María, 2017--Ficción; Puerto Rico--Ficción; Materiales en español--Bilingüe",Puerto Rico; Natural Diasters; Hurricane Maria; Fears; Dogs,Puerto Rico; desastres naturales; Huracán María; miedo; Perros,lower grades,,,4,,512641,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0063,1,latchbo0063.jpg,Maya and Annie on Saturdays and Sundays,,Los sábados y domingos de Maya y Annie,Gwendolyn Zepeda,Thelma Muraida,Gabriela Baeza Ventura,"Told in two voices and languages, Vietnamese American Annie and Hispanic American Maya attend different schools but spend nearly every weekend together, until something special happens to bring them closer together.","Esta historia narrada desde las perspectivas de Annie, una niña vietnamita americana, y Maya, una niña hispanoamericana, cuenta que asisten a distintas escuelas pero pasan casi todos los fines de semana juntas hasta que sucede algo especial que las une aún más.",2018,"Houston, TX","Houston, TX",29.7607529277658,-95.3573989741675,,,,,,,,,,,,,Friendship--Fiction; Hispanic Americans--Fiction; Vietnamese Americans--Fiction; Single-parent families--Fiction; Remarriage--Fiction; Spanish language materials--Bilingual,Amistad--Ficción; Hispanoamericanos--Ficción; Vietnamita americana --Ficción; Familias monoparentales--Ficción; Segundas nupcias--Ficción; Materiales en español--Bilingüe,Blended families; Marriage; Friends; Sisters; Step-sisters; Vietnamese culture; Latino/a culture,Familias mixtas; matrimonio; amigos; hermanas; hermanastras; cultura vietnamita; cultura Latino/a,lower grades,AD520L,AD570L,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0064,1,latchbo0064.jpg,Mayanito's New Friends,,Los nuevos amigos de Mayanito,"Jesús Abraham ""Tato"" Laviera",Gabhor Utomo,Gabriela Baeza Ventura,Mayanito travels from his mountain top village of his tribe to befriend the animals of the jungle and the human children of the village below.,Mayanito viaja de la villa de su tribu en la cima de una montaña para amistarse con los animales de la selva y los niños humanos que viven en la villa al pie de la montaña.,2017,"Santurce, PR","Santurce, PR",18.4482167546460,-66.0659638435958,,,,,,,,,,,,,Mayans--Fiction; Friendship--Fiction; Traveling--Fiction; Spanish language materials--Bilingual,Mayans--Ficción; Amistad--Ficción; Materiales en español--Bilingüe,Friendship; Diversity; Music; Animals; Mayans; Indigenous,Amistad; diversidad; música; animales; mayas; indígena,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0065,1,latchbo0065.jpg,Mayte and the Bogeyman,,Mayte y el Cuco,Acosta González,Christina Rodriguez,,"Mayte loves to look and listen to the street vendors as they pass by; except for Don Aparicio, the ice cream vendor, whom she and her best friend believe is actually El Cuco, the Bogeyman.","A Mayte le encanta ver y oír a los vendedores ambulantes cuando pasan excepto a Don Aparicio, el vendendor de piraguas, porque ella y su mejor amiga creen que es El Cuco.",2006,"Río Piedras, PR","Río Piedras, PR",18.3898346881423,-66.0383035300439,,,,,,,,,,,,,Street vendors--Fiction; The Bogeyman--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Vendedores ambulantes--Ficción; El Cuco--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,The Bogeyman; The Boogeyman; Street Vendors; Ice Cream; Best Friends; Folklore of Latin Americas,El Cuco; El Cucuy; vendedores ambulantes; piragua; mejores amigos; folclor de América Latina,lower grades,,,3.6,4,106971,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0066,1,latchbo0066.jpg,Mimí's Parranda,,La parranda de Mimí,Lydia M. Gil,Hernán Sosa,,"Mimí is excited for her family's annual trip to Puerto Rico, especially for the food and parrandas, during the Christmas holiday; and she is disappointed when her mother tells her they will be not be going this Christmas.","Mimí está entusiasmada con el viaje anual de la familia a Puerto Rico, especialmente por la comida y las parrandas durante la Navidad, y se decepciona cuando su madre le dice que no podrán ir esta Navidad.",2006,"Mayagüez, Puerto Rico","Mayagüez, Puerto Rico",18.2072521816469,-67.1597549796496,,,,,,,,,,,,,Christmas--Fiction; Parrandas--Fiction; Puerto Rico--Fiction; Hispanic American--Fiction; Spanish language materials--Bilingual,Navidad--Ficción; Parrandas--Ficción; Puerto Rico--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Christmas; Puerto Rico; Parrandas; Christmas Party; Friends; Music; Family; Traditional food,Navidad; Puerto Rico; Parrandas; Fiesta de Navidad; Amigos; Música; Familia; Comida tradicional,lower grades,,,4,3.6,114814,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0067,1,latchbo0067.jpg,Mother Fox and Mr. Coyote,,Mamá Zorra y Don Coyote,Victor Villaseñor,Felipe Ugalde Alcántara,Guadalupe Vanessa Turcios,Mamá Zorra distracts a hungry coyote from eating her and her three cubs by persuading him that the moon's reflection in  a pond is actually a giant wheel of cheese.,Mamá Zorra distrae a un coyote hambriento para que no se coma a sus tres cachorros al convencerlo que el reflejo de la luna en la laguna es una rueda de queso grande.,2004,Carlsbad; CA,Carlsbad; CA,33.1587944524743,-117.3547713412070,,,,,,,,,,,,,Foxes--Folklore; Coyote--Folklore; Moon--Folklore; Follklore--Mexico; Spanish language materials--Bilingual.,Zorros--Folklore; Coyote--Folclor; La luna--Folklore; Folclor--México; Materiales en español--Bilingüe,Mexican Folktale; Folklore; Indigenous; Fox; Coyote; Moon,Cuentos folclóricos mexicanos; folclor; indígena; zorro; coyote; La Luna;,lower grades,,,4.1,4.1,84327,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0068,1,latchbo0068.jpg,Muffler Man,,El hombre mofle,Tito Campos,Lamberto and Beto Alvarez,Evangelina Vigil-Piñón,"Chuy works hard at the muffler shop to earn enough money to join his father in America, where together they create an army of ""muffler men,"" statues made from old muffler parts, that they scatter around the city.","Chuy trabaja duro en el taller de mofles para ganar suficiente dinero para ir a América para encontrarse con su padre. Chuy espera poder crear un ejército de estatuas de ""hombres mofle"" en América con viejas partes de silenciadores que colocarán por toda la ciudad.",2001,"Los Angeles, CA","Los Ángeles, CA",34.0610061466069,-118.2002894138790,,,,,,,,,,,,,Fathers and sons--Fiction; Sculpture--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,Padres e hijos--Ficción; Esculturas--Ficción; Mexicano americanos--Ficción; Materiales en español--Bilingüe,Immigrants; Mexico; Borders; Art; Artist; Sculptures; Sculptor; Mufflers; Cars;,Inmigrantes; México; Fronteras; Arte; Artista; Esculturas; Mofles; Silenciadores,lower grades,,,4.2,4.2,53984,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0069,1,latchbo0069.jpg,My Big Sister,,Mi hermana mayor,Samule Caraballo,Thelma Muraida,,"Before and after school, Anita takes wonderful care of her little brother while their parents work in a factory, sewing jeans.","Antes y después de la escuela, Anita hace un trabajo maravillos cuidadando a sus hermanitos mientras sus padres trabajan en un fábrica, cosiendo pantalones de mezclilla.",2012,"Vieques, PR","Vieques, PR",18.1480866157188,-65.4453716992607,,,,,,,,,,,,,Brother and sisters--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Hermanos y hermanas--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,Factory work; immigrants; jeans; siblings; older sister;,Trabajo de fabrica; inmigrantes; jeans; hermanos; hermana mayor,lower grades,,,1.9,1.9,156457,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0070,1,latchbo0070.jpg,My Grandparents and I,,Mis abuelos y yo,Samuel Caraballo,D. Nina Cruz,Ethriam Cash Brammer,"Told in verse,  a young boy narrates his close relationship with his grandparents throughout the seasons.","Narrado en verso y a través de la estaciones temporales, un niño pequeño cuenta sobre la relación cercana entre él y sus abuelos.",2004,"Vieques, PR","Vieques, PR",18.1480866157188,-65.4453716992607,,,,,,,,,,,,,Grandparents--Fiction; Seasons--Fiction; Puerto Rico--Fiction; Stories in rhyme; Spanish lanuage materials--Bilingual,Abuelos--Ficción; Estaciones--Ficción; Puerto Rico--Ficción; Cuentos en rima; Materiales en español--Bilingüe,Vieques; Puerto Rico; Puerto Rican; Verse; Rhyming; Seasons; Grandchild; Grandparents,Vieques; Puerto Rico; Puertorriqueños; Verso; Rima; Estaciones; Nietos; Abuelos,lower grades,,,4,4.5,84328,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0071,1,latchbo0071.jpg,My Parents: Heroes of the Harvest,,Mis papitos: Héroes de la cosecha,Samuel Caraballo,Obed Gómez,,"A young boy speaks lovingly of his parents, who toil in the fields all day long harvesting fruits and vegetables, and return home in the evening for a well-deserved rest.","Un niño pequeño, con cariño, habla sobre sus padres quienes todos los días trabajan en los campos cosechando frutas y verduras. Estos regresan a casa por las tardes listos para un disfrutar de un merecido descanso.",2005,"Vieques, PR","Vieques, PR",18.1480866157188,-65.4453716992607,,,,,,,,,,,,,Parents--Fiction; Harvesting--Fiction; Farm life--Fiction; Stories in rhyme; Spanish language materials--Bilingual,Padres--Ficción; Cosechando--Ficción; Vida de granja--Ficción; Cuentos en rima; Materiales en español--Bilingüe,Puerto Rico; Puerto Rican; Rhyming; Farm Workers; Agriculture,Puerto Rico; Puertorriqueños; Rima; Trabajadores agrícolas; agricultura,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0072,1,latchbo0072.jpg,My Shoes and I: Crossing Three Borders,,Mi zapatos y yo: Cruzando tres fronteras,René Colato Laínez,Fabricio Vaden Broeck,,"As a boy and his Papá travel from El Salvador to the United States to be reunited with Mamá, his wonderful new shoes help to distract him from the long and difficult journey.","Cuando un niño y su papá viajan de El Salvador a los Estados Unidos para reunirse con Mamá, sus maravillosos zapatos nuevos le ayudan a distraerse del largo y difícil viaje.",2019," Guatemala City, Guatemala","Ciudad de Guatemala, Guatemala",14.6355177495813,-90.5008009713693," San Salvador, El Salvador"," San Salvador, El Salvador",13.6932285690506,-89.2153377755673,"Los Angeles, CA","Los Angeles, CA",34.0610061466069,-118.2002894138790,,,,,Travel--Fiction; Emigration and immigration--Fiction; Shoes--Fiction; Fathers and sons--Fiction; Central America--Fiction; Spanish language materials--Bilingual,Enmigración e inmigración--Ficción; Zapatos--Ficción; Padres e hijos--Ficción; Centroamėrica--Ficción; Materiales en español--Bilingüe,Shoes; Border; Immigration; Immigrants; Real experience; Desert; Mountains; Rivers,Zapatos; Fronteras; Inmigración; Inmigrantes; experiencias reales; Desierto; Montañas; Rios,lower grades,420L,320L,2,,136429,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0073,1,latchbo0073.jpg,My Sister Dulce's Birthday,,El cumpleaños de mi hermana Dulce,Erika Said,Claudia Navarro,Gabriela Baeza Ventura,Dulce must choose which candies to put in her piñata for her birthday party without them getting squished.,Dulce decide cuáles dulces poner adentro de la piñata de su fiesta de cumpleaños sin que se aplasten.,2022,"Houston, TX","Houston, TX",29.7607529277658,-95.3573989741675,,,,,,,,,,,,,Parties--Fiction; Birthdays--Fiction; Spanish language materials--Bilingual,Fiestas--Ficción; Cumpleaños--Ficción; Materiales en español--Bilingüe,Birthday parties; Sisters; Piñatas; Candy; Mexican candies,fiestas de cumpleaños; Hermanas; Piñatas; dulce; golosinas mexicanas,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0074,1,latchbo0074.jpg,My Tata's Guitar,,La guitarra de mi tata,Ethriam Cash Brammer,Daniel Lechón,,"While sharing stories of their Mexican-American family's past, a grandfather gives his grandson the guitar he received from his own father. ","Mientras comparten historias de su pasado mexicoamericano, un abuelo le regala a su nieto la guitarra que él recibió de su propio abuelo.",2003,"El Centro, CA","El Centro, CA",32.7924894036038,-115.5620214576360,,,,,,,,,,,,,Guitar--Fiction; Fathers and sons--Fiction; Mexican Americans--Fiction; Spanish language materials--Bilingual,Guitarra--Ficción; Padres e hijos--Ficción; Mexicanos americanos--Ficción; Materiales en español--Bilingüe,Grandfathers; Guitars; Memories; Generational; Music; Family history,abuelos; guitarras; recuerdos; generaciones; Música; historia de familia,lower grades,,,3.3,3.3,76299,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0075,1,latchbo0075.jpg,No Time for Monsters,,No hay tiempo para monstruos,Spelile Rivas,Valeria Cervantes,Amira Plascencia,"Each time Mamá asks Roberto to help around the house, he claims to be afraid that a monster will take him away.","Cada vez que Mamá le pide a Roberto que le ayude en las tareas de la casa, Roberto dice que tiene miedo que un monstruo se lo lleve.",2010,"Houston, TX","Houston, TX",29.7607529277658,-95.3573989741675,,,,,,,,,,,,,Housekeeping--Fiction; Behavior--Fiction; Monsters--Fiction; Spanish language materials--Bilingual,Limpieza interna--Ficción; Conducta--Ficción; Monstruos--Ficción; Materiales en español--Bilingüe,Chores; Complaining; Creative excuses; Reluctantly; Monsters,quehaceres; quejas; pretextos creativos; reacio; monstruos,lower grades,,,2.8,2.6,136542,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0076,1,latchbo0076.jpg,"Oh, Divine Catrina",,La divina Catrina,Aracely De Alvarado,Claudia Navarro,,"Catrina, a Mexican skeleton, searches for just the right outfit to wear to a Day of the Dead dance.","Catrina, la calaca mexicana, busca el atuendo perfecto para el baile del Día de los Muertos.",2020,"Monterrey, Nuevo León, México","Monterrey, Nuevo León, México",25.6883110379960,-100.3024232055570,,,,,,,,,,,,,Skeleton--Fiction; Clothing and dress--Fiction; All Souls' Day--Fiction; Spanish language materials--Blingual,Esqueletos--Ficción; Ropa y vesitido--Ficción; El Día de los Muertos--Ficción; Materiales en español--Bilingüe,Day of the Dead; Skeletons; Mexico; La Catrina; Dressing Up; Flowers; clothing,Día de los Muertos; esqueletos; México; La Catrina; vestirse; flores; ropa,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0077,1,latchbo0077.jpg,Pepita and the Bully,,Pepita y la peleonera,Ofelia Dumas Lachtman,Alex Pardo DeLange,Gabriela Baeza Ventura,"After a mean-spirited girl bullies her for three days in a row, Pepita no longer wants to go to her new school. ","Cuando un niña malintencionada malatrata a Pepita por tres días seguidos, esta decide que no quiere volver a la escuela.",2011,"Los Angeles, CA","Los Ángeles, CA",34.0610061466069,-118.2002894138790,,,,,,,,,,,,,Bullies--Fiction; Schools--Fiction; Hispanic Americans--Fiction; Spanish language materials--Bilingual,Peleoneros--Ficción; Escuelas--Ficción; Hispanoamericanos--Ficción; Materiales en español--Bilingüe,New School; Bullies; Bullying; Mean Comments; Challenges; Kindness,Nueva escuela; peleoneros; intimidación; prejuicios; amabilidad,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0078,1,latchbo0078.jpg,Pepita Finds Out,,Lo que Pepita descubre,Ofelia Dumas Lachtman,Alex Pardo DeLange,Carolina Villarroel,"Pepita is afraid that her report about her family members may not be interesting, but she ultimately realizes that all of them play an important role in her life.",Pepita teme que su reporte sobre los miembros de su familia no sea interesante hasta que finalmente comprende que todos desempeñan un rol importante en su vida.,2002,"Los Angeles, CA","Los Ángeles, CA",34.0610061466069,-118.2002894138790,,,,,,,,,,,,,Family life--Fiction; Spanish language materials--Bilingual,Vida de familia--Ficción; Materiales en español--Bilingüe,School reports; Family; Questions; Gardening; Fathers and daughters,Reportes de escuela; familia; preguntas; jardinear; padres y hijas,lower grades,,,3.8,3.8,60560,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0079,1,latchbo0079.jpg,Pepita on Pepper Street,,Pepita en la calle Pepper,Ofelia Dumas Lachtman,Alex Pardo DeLange,María Estela Monsivais,"Pepita, unhappy about her family's move to a street where everything is new to her, is not very friendly to her neighbors as they pass by, but later has another chance to make friends.",Pepita no está contenta por la mudanza de su familia a una calle nuevaa y actúa poco amistosa con los vecinos que pasan por su casa. Más tarde tiene la oportunidad de hacer amigos.,2008,"Los Angeles, CA","Los Ángeles, CA",34.0610061466069,-118.2002894138790,,,,,,,,,,,,,"Moving, Household--Fiction; Hispanic Americans--Fiction; Neighborhood--Fiction; Spanish language materials--Bilingual",Mudarse de casa--Ficción; Hispanoamericanos--Ficción; Barrios--Ficción; Materiales en español--Bilingüe,Moving; Introductions; Neighborhood; New friends; New neighbords; New people,Mudarse; Introduciones; Barrios; Nuevos amigos; Nuevos vecinos; Nueva gente,lower grades,,,2.9,3.2,123868,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
latchbo0080,1,latchbo0080.jpg,Pepita Packs Up,,Pepita empaca,Ofelia Dumas Lachtman,Alex Pardo DeLange,Gabriela Baeza Ventura,"As her family prepare to move to a new home, Pepita refuses to pack her toys or say goodbye to anyone, because saying goodbye might make her cry.","Cuando su familia se para moverse a su casa nueva, Pepita se rehúsa a empacar sus juguetes y despedirse de nadie porque el decir adiós la hace llorar.",2005,"Los Angeles, CA","Los Ángeles, CA",34.0610061466069,-118.2002894138790,,,,,,,,,,,,,Moving Household--Fiction; Hispanic Americans--Fiction; Neighborhood--Fiction; Spanish language materials--Bilingual,Mudarse de casa--Ficción; Hispanoamericanos--Ficción; Barrios--Ficción; Materiales en español--Bilingüe,Moving; Goodbye; Change; Community; Packing; Crying,mudarse; despedida; cambio; comunidad; empacar; llorar,lower grades,,,,,,Bilingual (English and Spanish),,Image; StillImage,image/jpg,Arte Público Press,
